Generated Description,Reviewed Description,Code,Type,Split
,"Display a block of placeholder text (""Lorem ipsum..."") in two formats:

1. Initially, the text appears left-aligned under the title ""Not Justified"".
2. Then, the left-aligned text and its title fade out while a new version of the same text fades in, now fully justified (aligned evenly along both left and right margins), under the title ""Justified"".

The transition visually contrasts the difference between non-justified and justified text formatting.","from manim import *

class JustifyText(Scene):
    def construct(self):
        ipsum_text = (
            ""Lorem ipsum dolor sit amet, consectetur adipiscing elit.""
            ""Praesent feugiat metus sit amet iaculis pulvinar. Nulla posuere ""
            ""quam a ex aliquam, eleifend consectetur tellus viverra. Aliquam ""
            ""fermentum interdum justo, nec rutrum elit pretium ac. Nam quis ""
            ""leo pulvinar, dignissim est at, venenatis nisi.""
        )
        justified_text = MarkupText(ipsum_text, justify=True).scale(0.4)
        not_justified_text = MarkupText(ipsum_text, justify=False).scale(0.4)
        just_title = Title(""Justified"")
        njust_title = Title(""Not Justified"")
        self.add(njust_title, not_justified_text)
        self.play(
            FadeOut(not_justified_text),
            FadeIn(justified_text),
            FadeOut(njust_title),
            FadeIn(just_title),
        )
        self.wait(1)",Intermediate,train
,"Display the Tamil greeting ""வணக்கம்"" (meaning ""Hello"") in a sans-serif font. The text is written onto the screen with a smooth animation effect, then remains visible for two seconds.","from manim import *

class PangoRender(Scene):
    def construct(self):
        morning = Text(""வணக்கம்"", font=""sans-serif"")
        self.play(Write(morning))
        self.wait(2)",Basic,train
,"Display two colored sectors on screen: a red sector with a full 360-degree angle centered on the right, and a pink sector with a 60-degree angle positioned to the left.","from manim import *

class ExampleSector(Scene):
    def construct(self):
        sector = Sector(radius=2)
        sector2 = Sector(radius=2.5, angle=60*DEGREES).move_to([-3, 0, 0])
        sector.set_color(RED)
        sector2.set_color(PINK)
        self.add(sector, sector2)",Basic,train
,"Display a bulleted list with three items—“Item 1,” “Item 2,” and “Item 3”—arranged within a 2×2 area. Each item is colored differently: “Item 1” in red, “Item 2” in green, and “Item 3” in blue. The list appears centered on the screen.","from manim import *

class BulletedListExample(Scene):
    def construct(self):
        blist = BulletedList(""Item 1"", ""Item 2"", ""Item 3"", height=2, width=2)
        blist.set_color_by_tex(""Item 1"", RED)
        blist.set_color_by_tex(""Item 2"", GREEN)
        blist.set_color_by_tex(""Item 3"", BLUE)
        self.add(blist)",Basic,train
,"Display a 3D coordinate system with two lines:

1. A red line extending from the point (2, 0, 0) to the point (0, 1, 1), angled diagonally through space.
2. A blue line that is perpendicular to the red line, automatically generated to intersect it at a right angle.

The camera is set at a vertical angle of \( \frac{\pi}{3} \) and a horizontal angle of \( -\frac{\pi}{4} \), providing a tilted view that clearly shows the perpendicular relationship between the two lines in 3D space.","from manim import *

class PerpLineExample(ThreeDScene):
    def construct(self):
        self.set_camera_orientation(PI / 3, -PI / 4)
        ax = ThreeDAxes((-5, 5), (-5, 5), (-5, 5), 10, 10, 10)
        line1 = Line3D(RIGHT * 2, UP + OUT, color=RED)
        line2 = Line3D.perpendicular_to(line1, color=BLUE)
        self.add(ax, line1, line2)",Basic,train
"Display a large pi symbol, a green filled circle, and a blue filled square grouped together. Then animate the entire group spiraling into view onto the screen.","Display a green filled circle, and a blue filled square grouped together. Then animate the entire group spiraling into view onto the screen.","from manim import *

class SpiralInExample(Scene):
    def construct(self):
        pi = MathTex(r""\pi"").scale(7)
        pi.shift(2.25 * LEFT + 1.5 * UP)
        circle = Circle(color=GREEN_C, fill_opacity=1).shift(LEFT)
        square = Square(color=BLUE_D, fill_opacity=1).shift(UP)
        shapes = VGroup(pi, circle, square)
        self.play(SpiralIn(shapes))",Basic,train
,"Display a bipartite graph with four nodes arranged in two partitions. Nodes 0 and 1 are placed on one side, and nodes 2 and 3 on the other. Edges connect node 0 to nodes 2 and 3, and node 1 to node 2, visually emphasizing the two-part structure of the graph.","from manim import *

import networkx as nx

class PartiteGraph(Scene):
    def construct(self):
        G = nx.Graph()
        G.add_nodes_from([0, 1, 2, 3])
        G.add_edges_from([(0, 2), (0,3), (1, 2)])
        graph = Graph(list(G.nodes), list(G.edges), layout=""partite"", partitions=[[0, 1]])
        self.play(Create(graph))",Basic,train
,"Display a graph with six labeled nodes arranged in three vertical partitions: nodes 1 and 2 in the first column, nodes 3 and 4 in the second, and nodes 5 and 6 in the third. The nodes are connected by a mix of sequential and cross-partition edges, forming a complex, interconnected structure that spans across all three partitions.","from manim import *

class PartiteLayout(Scene):
    def construct(self):
        graph = Graph(
            [1, 2, 3, 4, 5, 6],
            [(1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 1), (5, 1), (1, 3), (3, 5)],
            layout=""partite"",
            layout_config={""partitions"": [[1,2],[3,4],[5,6]]},
            labels=True
        )
        self.add(graph)",Intermediate,train
,"Display three styled shapes with specific layering: a pink-filled triangle with 50% transparency on the right, a fully yellow-filled square above the center, and a circle with a thick green outline on the left. The triangle appears on top, followed by the square, and the circle is at the bottom layer. Pause for one second.","from manim import *

class MobjectZOrder(Scene):
    def construct(self):
        circle = Circle().shift(LEFT)
        square = Square().shift(UP)
        triangle = Triangle().shift(RIGHT)

        circle.set_stroke(color=GREEN, width=20)
        square.set_fill(YELLOW, opacity=1.0)
        triangle.set_fill(PINK, opacity=0.5)

        self.add(triangle, square, circle)
        self.wait(1)",Basic,train
,"Display a complex plane with a red point cloud dot centered on it. After a brief pause, animate the dot as it transforms according to the complex exponential function \( f(z) = e^z \), creating a dynamic visual effect that warps the dot's shape across the plane.","from manim import *

class PointCloudDotExample2(Scene):
    def construct(self):
        plane = ComplexPlane()
        cloud = PointCloudDot(color=RED)
        self.add(
            plane, cloud
        )
        self.wait()
        self.play(
            cloud.animate.apply_complex_function(lambda z: np.exp(z))
        )",Intermediate,train
,"Display the text “Circum- scribe” in large font. Then animate several variations of the circumscribe effect around the text:

1. Draw a default border around the text.
2. Draw a circular border instead of the default shape.
3. Draw a border that fades out after appearing.
4. Animate a slower border drawing with a longer duration.
5. Draw a circular border that fades out after appearing.","from manim import *

class UsingCircumscribe(Scene):
    def construct(self):
        lbl = Tex(r""Circum-\\scribe"").scale(2)
        self.add(lbl)
        self.play(Circumscribe(lbl))
        self.play(Circumscribe(lbl, Circle))
        self.play(Circumscribe(lbl, fade_out=True))
        self.play(Circumscribe(lbl, time_width=2))
        self.play(Circumscribe(lbl, Circle, True))",Basic,train
,"Display a tree graph with seven labeled nodes arranged hierarchically. Node 1 is the root at the top, branching into nodes 2 and 3. Node 2 further branches into nodes 4 and 5, while node 3 branches into nodes 6 and 7. The layout clearly shows the parent-child relationships in a balanced tree structure.","from manim import *

class TreeLayout(Scene):
    def construct(self):
        graph = Graph(
            [1, 2, 3, 4, 5, 6, 7],
            [(1, 2), (1, 3), (2, 4), (2, 5), (3, 6), (3, 7)],
            layout=""tree"",
            layout_config={""root_vertex"": 1},
            labels=True
        )
        self.add(graph)",Intermediate,train
,"Display a set of axes with labels ""x"" and ""f(x)"". Plot the function \( f(x) = 2(x - 5)^2 \) in maroon. Show a dot on the graph that moves to the minimum point of the function.","from manim import *

class ArgMinExample(Scene):
    def construct(self):
        ax = Axes(
            x_range=[0, 10], y_range=[0, 100, 10], axis_config={""include_tip"": False}
        )
        labels = ax.get_axis_labels(x_label=""x"", y_label=""f(x)"")

        t = ValueTracker(0)

        def func(x):
            return 2 * (x - 5) ** 2
        graph = ax.plot(func, color=MAROON)

        initial_point = [ax.coords_to_point(t.get_value(), func(t.get_value()))]
        dot = Dot(point=initial_point)

        dot.add_updater(lambda x: x.move_to(ax.c2p(t.get_value(), func(t.get_value()))))
        x_space = np.linspace(*ax.x_range[:2],200)
        minimum_index = func(x_space).argmin()

        self.add(ax, labels, graph, dot)
        self.play(t.animate.set_value(x_space[minimum_index]))
        self.wait()",Intermediate,train
,"Display a large circle with two tangent lines:

1. A blue tangent line touching the circle on the right side.
2. A green tangent line touching the circle at an upper-left point.

Both lines extend outward from their points of contact, illustrating tangents at different positions on the circle.","from manim import *

class TangentLineExample(Scene):
    def construct(self):
        circle = Circle(radius=2)
        line_1 = TangentLine(circle, alpha=0.0, length=4, color=BLUE_D) # right
        line_2 = TangentLine(circle, alpha=0.4, length=4, color=GREEN) # top left
        self.add(circle, line_1, line_2)",Basic,train
,"Display three groups of arrows demonstrating different arrow properties:

1. The first group shows two gold arrows pointing left—one with a default triangular tip and one with a square tip—stacked vertically.
2. The second group shows two right-pointing arrows near a maroon square—one with default spacing from the square and one with no spacing (buff), placed just above the first group.
3. The third group shows two vertical arrows on the left side—one long arrow extending from the center to the top of the screen, and one shorter arrow with a smaller tip and thinner stroke, both aligned vertically.

All three groups are arranged horizontally with space between them.","from manim import *

from manim.mobject.geometry.tips import ArrowSquareTip
class ArrowExample(Scene):
    def construct(self):
        arrow_1 = Arrow(start=RIGHT, end=LEFT, color=GOLD)
        arrow_2 = Arrow(start=RIGHT, end=LEFT, color=GOLD, tip_shape=ArrowSquareTip).shift(DOWN)
        g1 = Group(arrow_1, arrow_2)

        # the effect of buff
        square = Square(color=MAROON_A)
        arrow_3 = Arrow(start=LEFT, end=RIGHT)
        arrow_4 = Arrow(start=LEFT, end=RIGHT, buff=0).next_to(arrow_1, UP)
        g2 = Group(arrow_3, arrow_4, square)

        # a shorter arrow has a shorter tip and smaller stroke width
        arrow_5 = Arrow(start=ORIGIN, end=config.top).shift(LEFT * 4)
        arrow_6 = Arrow(start=config.top + DOWN, end=config.top).shift(LEFT * 3)
        g3 = Group(arrow_5, arrow_6)

        self.add(Group(g1, g2, g3).arrange(buff=2))",Intermediate,train
